game_code,Date,attendance,season
201201110TOR,11/01/2012,14323,2011-12
201201110NYK,11/01/2012,19763,2011-12
201201110BOS,11/01/2012,18624,2011-12
201201110CHI,11/01/2012,21366,2011-12
201201110NOH,11/01/2012,13565,2011-12
201201110SAS,11/01/2012,17381,2011-12
201201110DEN,11/01/2012,14139,2011-12
201201110UTA,11/01/2012,19642,2011-12
201201110POR,11/01/2012,20467,2011-12
201201110LAC,11/01/2012,19341,2011-12
201201120ATL,12/01/2012,10597,2011-12
201201120MEM,12/01/2012,15324,2011-12
201201120MIL,12/01/2012,11465,2011-12
201201120PHO,12/01/2012,14636,2011-12
201201120GSW,12/01/2012,17754,2011-12
201201130CHA,13/01/2012,18043,2011-12
201201130PHI,13/01/2012,14213,2011-12
201201130TOR,13/01/2012,15302,2011-12
201201130BOS,13/01/2012,18624,2011-12
201201130HOU,13/01/2012,12870,2011-12
201201130NOH,13/01/2012,14295,2011-12
201201130DAL,13/01/2012,20112,2011-12
201201130SAS,13/01/2012,18581,2011-12
201201130PHO,13/01/2012,15191,2011-12
201201130DEN,13/01/2012,19155,2011-12
201201130LAL,13/01/2012,18997,2011-12
201201140ATL,14/01/2012,13135,2011-12
201201140CHA,14/01/2012,16122,2011-12
201201140IND,14/01/2012,14203,2011-12
201201140WAS,14/01/2012,13998,2011-12
201201140CHI,14/01/2012,21962,2011-12
201201140HOU,14/01/2012,11676,2011-12
201201140MEM,14/01/2012,14983,2011-12
201201140OKC,14/01/2012,18203,2011-12
201201140DAL,14/01/2012,20313,2011-12
201201140UTA,14/01/2012,19557,2011-12
201201140LAC,14/01/2012,19895,2011-12
201201150DET,15/01/2012,11774,2011-12
201201150DEN,15/01/2012,16208,2011-12
201201150SAS,15/01/2012,18581,2011-12
201201160MEM,16/01/2012,18119,2011-12
201201160NYK,16/01/2012,19763,2011-12
201201160CHA,16/01/2012,14988,2011-12
201201160PHI,16/01/2012,17281,2011-12
201201160WAS,16/01/2012,15594,2011-12
201201160NOH,16/01/2012,14758,2011-12
201201160LAC,16/01/2012,19060,2011-12
201201160ATL,16/01/2012,11050,2011-12
201201160BOS,16/01/2012,18624,2011-12
201201160MIN,16/01/2012,16159,2011-12
201201160LAL,16/01/2012,18997,2011-12
201201170CLE,17/01/2012,13056,2011-12
201201170ORL,17/01/2012,18846,2011-12
201201170MIA,17/01/2012,19600,2011-12
201201170CHI,17/01/2012,21347,2011-12
201201170HOU,17/01/2012,9318,2011-12
201201170MIL,17/01/2012,11322,2011-12
201201170UTA,17/01/2012,19371,2011-12
201201180ORL,18/01/2012,18846,2011-12
201201180PHI,18/01/2012,15201,2011-12
201201180WAS,18/01/2012,15075,2011-12
201201180BOS,18/01/2012,18624,2011-12
201201180NJN,18/01/2012,12570,2011-12
201201180NYK,18/01/2012,19763,2011-12
201201180ATL,18/01/2012,13729,2011-12
201201180MIN,18/01/2012,15598,2011-12
201201180NOH,18/01/2012,12045,2011-12
201201180SAC,18/01/2012,14170,2011-12
201201180LAC,18/01/2012,19252,2011-12
201201190HOU,19/01/2012,10845,2011-12
201201190MIA,19/01/2012,20004,2011-12
201201190UTA,19/01/2012,19911,2011-12
201201200PHI,20/01/2012,17724,2011-12
201201200TOR,20/01/2012,17537,2011-12
201201200WAS,20/01/2012,14866,2011-12
201201200BOS,20/01/2012,18624,2011-12
201201200CLE,20/01/2012,17871,2011-12
201201200DET,20/01/2012,10255,2011-12
201201200NYK,20/01/2012,19763,2011-12
201201200ORL,20/01/2012,18846,2011-12
201201200SAS,20/01/2012,18581,2011-12
201201200GSW,20/01/2012,17621,2011-12
201201200LAC,20/01/2012,19492,2011-12
201201210ATL,21/01/2012,15922,2011-12
201201210DET,21/01/2012,14456,2011-12
201201210MIA,21/01/2012,19725,2011-12
201201210NYK,21/01/2012,19763,2011-12
201201210CHI,21/01/2012,21861,2011-12
201201210HOU,21/01/2012,15285,2011-12
201201210MEM,21/01/2012,16562,2011-12
201201210NJN,21/01/2012,15201,2011-12
201201210NOH,21/01/2012,15471,2011-12
201201210UTA,21/01/2012,19911,2011-12
201201220WAS,22/01/2012,15818,2011-12
201201220LAC,22/01/2012,19060,2011-12
201201220MIA,22/01/2012,19600,2011-12
201201220NJN,22/01/2012,10035,2011-12
201201220LAL,22/01/2012,18997,2011-12
201201230PHI,23/01/2012,10108,2011-12
201201230BOS,23/01/2012,18624,2011-12
201201230CHI,23/01/2012,21572,2011-12
201201230MIL,23/01/2012,13048,2011-12
201201230MIN,23/01/2012,16924,2011-12
201201230NOH,23/01/2012,12599,2011-12
201201230OKC,23/01/2012,18203,2011-12
201201230DAL,23/01/2012,19944,2011-12
201201230POR,23/01/2012,20363,2011-12
201201230GSW,23/01/2012,17549,2011-12
201201240CHA,24/01/2012,16802,2011-12
201201240IND,24/01/2012,12760,2011-12
201201240MIA,24/01/2012,19600,2011-12
201201240PHO,24/01/2012,15404,2011-12
201201240POR,24/01/2012,20602,2011-12
201201250CLE,25/01/2012,16760,2011-12
201201250PHI,25/01/2012,13138,2011-12
201201250WAS,25/01/2012,15286,2011-12
201201250DET,25/01/2012,18058,2011-12
201201250CHI,25/01/2012,21755,2011-12
201201250HOU,25/01/2012,10573,2011-12
201201250OKC,25/01/2012,18203,2011-12
201201250DAL,25/01/2012,20150,2011-12
201201250SAS,25/01/2012,17888,2011-12
201201250UTA,25/01/2012,19802,2011-12
201201250SAC,25/01/2012,12097,2011-12
201201250GSW,25/01/2012,17923,2011-12
201201250LAL,25/01/2012,18997,2011-12
201201260ORL,26/01/2012,18952,2011-12
201201260LAC,26/01/2012,19275,2011-12
201201270PHI,27/01/2012,16199,2011-12
201201270BOS,27/01/2012,18624,2011-12
201201270CLE,27/01/2012,13121,2011-12
201201270DET,27/01/2012,14010,2011-12
201201270CHI,27/01/2012,22368,2011-12
201201270HOU,27/01/2012,13894,2011-12
201201270MIA,27/01/2012,19707,2011-12
201201270MIN,27/01/2012,16699,2011-12
201201270NOH,27/01/2012,16176,2011-12
201201270DAL,27/01/2012,20096,2011-12
201201270DEN,27/01/2012,18855,2011-12
201201270POR,27/01/2012,20664,2011-12
201201270GSW,27/01/2012,19596,2011-12
201201280CHA,28/01/2012,17761,2011-12
201201280PHI,28/01/2012,18710,2011-12
201201280HOU,28/01/2012,18051,2011-12
201201280MIL,28/01/2012,18027,2011-12
201201280PHO,28/01/2012,14903,2011-12
201201280UTA,28/01/2012,19911,2011-12
201201290MIA,29/01/2012,20054,2011-12
201201290BOS,29/01/2012,18624,2011-12
201201290NJN,29/01/2012,14319,2011-12
201201290ORL,29/01/2012,18846,2011-12
201201290DAL,29/01/2012,20262,2011-12
201201290MIN,29/01/2012,17551,2011-12
201201290NOH,29/01/2012,14962,2011-12
201201290DEN,29/01/2012,19495,2011-12
201201300PHI,30/01/2012,16299,2011-12
201201300WAS,30/01/2012,18357,2011-12
201201300MIA,30/01/2012,19804,2011-12
201201300HOU,30/01/2012,14264,2011-12
201201300MEM,30/01/2012,15118,2011-12
201201300MIL,30/01/2012,13103,2011-12
201201300PHO,30/01/2012,13132,2011-12
201201300UTA,30/01/2012,19328,2011-12
201201300LAC,30/01/2012,19404,2011-12
201201310CLE,31/01/2012,14798,2011-12
201201310IND,31/01/2012,11408,2011-12
201201310TOR,31/01/2012,16117,2011-12
201201310NYK,31/01/2012,19763,2011-12
201201310MEM,31/01/2012,13651,2011-12
201201310GSW,31/01/2012,17753,2011-12
201201310LAL,31/01/2012,18997,2011-12
201202010ORL,01/02/2012,18846,2011-12
201202010PHI,01/02/2012,18325,2011-12
201202010BOS,01/02/2012,18624,2011-12
201202010NJN,01/02/2012,10504,2011-12
201202010DAL,01/02/2012,20316,2011-12
201202010MIL,01/02/2012,16116,2011-12
201202010MIN,01/02/2012,15017,2011-12
201202010NOH,01/02/2012,13598,2011-12
201202010SAS,01/02/2012,18581,2011-12
201202010POR,01/02/2012,20608,2011-12
201202010UTA,01/02/2012,19637,2011-12
201202020ATL,02/02/2012,14211,2011-12
201202020NYK,02/02/2012,19763,2011-12
201202020SAS,02/02/2012,18082,2011-12
201202020SAC,02/02/2012,11740,2011-12
201202020GSW,02/02/2012,18123,2011-12
201202020LAC,02/02/2012,19223,2011-12
201202030ORL,03/02/2012,18933,2011-12
201202030PHI,03/02/2012,20694,2011-12
201202030TOR,03/02/2012,16382,2011-12
201202030DET,03/02/2012,13181,2011-12
201202030NJN,03/02/2012,15069,2011-12
201202030BOS,03/02/2012,18624,2011-12
201202030HOU,03/02/2012,15941,2011-12
201202030OKC,03/02/2012,18203,2011-12
201202030DAL,03/02/2012,20146,2011-12
201202030DEN,03/02/2012,19155,2011-12
201202040ATL,04/02/2012,18012,2011-12
201202040IND,04/02/2012,18165,2011-12
201202040WAS,04/02/2012,19419,2011-12
201202040CLE,04/02/2012,17443,2011-12
201202040DET,04/02/2012,13174,2011-12
201202040NYK,04/02/2012,19763,2011-12
201202040MIN,04/02/2012,19356,2011-12
201202040MIL,04/02/2012,18717,2011-12
201202040SAS,04/02/2012,18581,2011-12
201202040PHO,04/02/2012,14928,2011-12
201202040UTA,04/02/2012,19642,2011-12
201202040POR,04/02/2012,20583,2011-12
201202040SAC,04/02/2012,16411,2011-12
201202050BOS,05/02/2012,18624,2011-12
201202050MIA,05/02/2012,19802,2011-12
201202060ORL,06/02/2012,18846,2011-12
201202060PHI,06/02/2012,20064,2011-12
201202060WAS,06/02/2012,14687,2011-12
201202060ATL,06/02/2012,11823,2011-12
201202060NJN,06/02/2012,15327,2011-12
201202060NYK,06/02/2012,19763,2011-12
201202060MEM,06/02/2012,13527,2011-12
201202060NOH,06/02/2012,13222,2011-12
201202060DEN,06/02/2012,14501,2011-12
201202060POR,06/02/2012,20559,2011-12
201202070IND,07/02/2012,11006,2011-12
201202070BOS,07/02/2012,18624,2011-12
201202070MIA,07/02/2012,20078,2011-12
201202070MIL,07/02/2012,13203,2011-12
201202070MIN,07/02/2012,14073,2011-12
201202070GSW,07/02/2012,17971,2011-12
201202080CLE,08/02/2012,17100,2011-12
201202080ORL,08/02/2012,18972,2011-12
201202080PHI,08/02/2012,18070,2011-12
201202080TOR,08/02/2012,15291,2011-12
201202080WAS,08/02/2012,17376,2011-12
201202080ATL,08/02/2012,16288,2011-12
201202080NJN,08/02/2012,10145,2011-12
201202080MEM,08/02/2012,13287,2011-12
201202080NOH,08/02/2012,15456,2011-12
201202080DEN,08/02/2012,15970,2011-12
201202080POR,08/02/2012,20350,2011-12
201202090BOS,09/02/2012,18624,2011-12
201202090DEN,09/02/2012,14960,2011-12
201202090PHO,09/02/2012,16122,2011-12
201202090SAC,09/02/2012,17317,2011-12
201202100CHA,10/02/2012,19379,2011-12
201202100ORL,10/02/2012,18846,2011-12
201202100PHI,10/02/2012,20539,2011-12
201202100TOR,10/02/2012,19207,2011-12
201202100WAS,10/02/2012,20282,2011-12
201202100CLE,10/02/2012,15195,2011-12
201202100DET,10/02/2012,14320,2011-12
201202100MEM,10/02/2012,16281,2011-12
201202100MIN,10/02/2012,17119,2011-12
201202100NOH,10/02/2012,14421,2011-12
201202100NYK,10/02/2012,19763,2011-12
201202100UTA,10/02/2012,19911,2011-12
201202110CHA,11/02/2012,19110,2011-12
201202110IND,11/02/2012,15313,2011-12
201202110CLE,11/02/2012,17155,2011-12
201202110MIN,11/02/2012,20232,2011-12
201202110NJN,11/02/2012,15272,2011-12
201202110DAL,11/02/2012,20457,2011-12
201202110MIL,11/02/2012,17723,2011-12
201202110SAC,11/02/2012,16964,2011-12
201202120TOR,12/02/2012,19311,2011-12
201202120BOS,12/02/2012,18624,2011-12
201202120DET,12/02/2012,12654,2011-12
201202120ATL,12/02/2012,18371,2011-12
201202120GSW,12/02/2012,19596,2011-12
201202120MEM,12/02/2012,14424,2011-12
201202130CHA,13/02/2012,13773,2011-12
201202130ORL,13/02/2012,18846,2011-12
201202130MIL,13/02/2012,16749,2011-12
201202130NOH,13/02/2012,13562,2011-12
201202130DAL,13/02/2012,20436,2011-12
201202130GSW,13/02/2012,19106,2011-12
201202140IND,14/02/2012,18165,2011-12
201202140TOR,14/02/2012,20092,2011-12
201202140DET,14/02/2012,11533,2011-12
201202140CHI,14/02/2012,21936,2011-12
201202140MEM,14/02/2012,13042,2011-12
201202140OKC,14/02/2012,18203,2011-12
201202140DEN,14/02/2012,17873,2011-12
201202140POR,14/02/2012,20558,2011-12
201202140LAL,14/02/2012,18997,2011-12
201202150ORL,15/02/2012,18846,2011-12
201202150TOR,15/02/2012,15999,2011-12
201202150BOS,15/02/2012,18624,2011-12
201202150CLE,15/02/2012,12712,2011-12
201202150NJN,15/02/2012,10885,2011-12
201202150NYK,15/02/2012,19763,2011-12
201202150HOU,15/02/2012,18274,2011-12
201202150MIL,15/02/2012,12829,2011-12
201202150MIN,15/02/2012,15139,2011-12
201202150DAL,15/02/2012,20075,2011-12
201202150PHO,15/02/2012,15392,2011-12
201202150GSW,15/02/2012,17934,2011-12
201202150LAC,15/02/2012,19135,2011-12
201202160IND,16/02/2012,11117,2011-12
201202160CHI,16/02/2012,22592,2011-12
201202160POR,16/02/2012,20665,2011-12
201202170ORL,17/02/2012,18846,2011-12
201202170TOR,17/02/2012,15575,2011-12
201202170CLE,17/02/2012,20562,2011-12
201202170DET,17/02/2012,14686,2011-12
201202170HOU,17/02/2012,16836,2011-12
201202170MEM,17/02/2012,15201,2011-12
201202170NYK,17/02/2012,19763,2011-12
201202170OKC,17/02/2012,18203,2011-12
201202170PHI,17/02/2012,19369,2011-12
201202170UTA,17/02/2012,18719,2011-12
201202170LAL,17/02/2012,18997,2011-12
201202180LAC,18/02/2012,19217,2011-12
201202180CHI,18/02/2012,22300,2011-12
201202180MEM,18/02/2012,17151,2011-12
201202180POR,18/02/2012,20635,2011-12
201202190NYK,19/02/2012,19763,2011-12
201202190MIA,19/02/2012,20185,2011-12
201202190CLE,19/02/2012,16812,2011-12
201202190DET,19/02/2012,22076,2011-12
201202190IND,19/02/2012,11673,2011-12
201202190HOU,19/02/2012,16764,2011-12
201202190MIN,19/02/2012,18759,2011-12
201202190NJN,19/02/2012,15262,2011-12
201202190OKC,19/02/2012,18203,2011-12
201202190PHO,19/02/2012,18023,2011-12
201202200CHI,20/02/2012,22033,2011-12
201202200NYK,20/02/2012,19763,2011-12
201202200DAL,20/02/2012,20364,2011-12
201202200HOU,20/02/2012,12525,2011-12
201202200MIL,20/02/2012,13143,2011-12
201202200OKC,20/02/2012,18203,2011-12
201202200DEN,20/02/2012,17263,2011-12
201202200PHO,20/02/2012,13921,2011-12
201202200UTA,20/02/2012,19105,2011-12
201202200GSW,20/02/2012,19596,2011-12
201202200LAL,20/02/2012,18997,2011-12
201202210CLE,21/02/2012,13459,2011-12
201202210IND,21/02/2012,10508,2011-12
201202210MIA,21/02/2012,20068,2011-12
201202210MEM,21/02/2012,14258,2011-12
201202210POR,21/02/2012,20567,2011-12
201202220CHA,22/02/2012,13458,2011-12
201202220CLE,22/02/2012,13529,2011-12
201202220OKC,22/02/2012,18203,2011-12
201202220TOR,22/02/2012,17125,2011-12
201202220WAS,22/02/2012,17085,2011-12
201202220NJN,22/02/2012,15364,2011-12
201202220NYK,22/02/2012,19763,2011-12
201202220CHI,22/02/2012,21507,2011-12
201202220HOU,22/02/2012,12820,2011-12
201202220MIN,22/02/2012,18776,2011-12
201202220PHO,22/02/2012,14558,2011-12
201202220DAL,22/02/2012,20577,2011-12
201202220LAC,22/02/2012,19163,2011-12
201202230MIA,23/02/2012,20197,2011-12
201202230ATL,23/02/2012,14523,2011-12
201202230DEN,23/02/2012,18875,2011-12
201202230OKC,23/02/2012,18203,2011-12
201202280CLE,28/02/2012,15971,2011-12
201202280IND,28/02/2012,12111,2011-12
201202280DET,28/02/2012,11916,2011-12
201202280CHI,28/02/2012,21919,2011-12
201202280HOU,28/02/2012,13337,2011-12
201202280MIL,28/02/2012,13548,2011-12
201202280DAL,28/02/2012,20170,2011-12
201202280SAC,28/02/2012,13896,2011-12
201202280LAC,28/02/2012,19243,2011-12
201202290PHI,29/02/2012,19746,2011-12
201202290WAS,29/02/2012,18688,2011-12
201202290ATL,29/02/2012,13049,2011-12
201202290BOS,29/02/2012,18624,2011-12
201202290DET,29/02/2012,14534,2011-12
201202290NYK,29/02/2012,19763,2011-12
201202290MEM,29/02/2012,17023,2011-12
201202290NOH,29/02/2012,14527,2011-12
201202290DEN,29/02/2012,15715,2011-12
201202290SAS,29/02/2012,18581,2011-12
201202290UTA,29/02/2012,18816,2011-12
201202290LAL,29/02/2012,18997,2011-12
201203010ORL,01/03/2012,18846,2011-12
201203010PHO,01/03/2012,15071,2011-12
201203010SAC,01/03/2012,15512,2011-12
201203010POR,01/03/2012,20597,2011-12
201203020TOR,02/03/2012,17168,2011-12
201203020ATL,02/03/2012,13311,2011-12
201203020BOS,02/03/2012,18624,2011-12
201203020CLE,02/03/2012,20562,2011-12
201203020HOU,02/03/2012,16879,2011-12
201203020NOH,02/03/2012,15568,2011-12
201203020PHI,02/03/2012,18323,2011-12
201203020SAS,02/03/2012,18581,2011-12
201203020UTA,02/03/2012,19911,2011-12
201203020LAL,02/03/2012,18997,2011-12
201203020PHO,02/03/2012,18091,2011-12
201203030ATL,03/03/2012,18087,2011-12
201203030ORL,03/03/2012,18846,2011-12
201203030WAS,03/03/2012,17759,2011-12
201203030MEM,03/03/2012,17569,2011-12
201203030NOH,03/03/2012,16379,2011-12
201203030DAL,03/03/2012,20560,2011-12
201203030POR,03/03/2012,20644,2011-12
201203040BOS,04/03/2012,18624,2011-12
201203040LAL,04/03/2012,18997,2011-12
201203040CHA,04/03/2012,13564,2011-12
201203040TOR,04/03/2012,18056,2011-12
201203040HOU,04/03/2012,16646,2011-12
201203040PHI,04/03/2012,19683,2011-12
201203040PHO,04/03/2012,15026,2011-12
201203040SAS,04/03/2012,18581,2011-12
201203050CLE,05/03/2012,13190,2011-12
201203050TOR,05/03/2012,15392,2011-12
201203050WAS,05/03/2012,17843,2011-12
201203050CHI,05/03/2012,22106,2011-12
201203050MIL,05/03/2012,12315,2011-12
201203050MIN,05/03/2012,19509,2011-12
201203050OKC,05/03/2012,18203,2011-12
201203050DEN,05/03/2012,14823,2011-12
201203050POR,05/03/2012,20520,2011-12
201203060CHA,06/03/2012,13110,2011-12
201203060IND,06/03/2012,11393,2011-12
201203060BOS,06/03/2012,18624,2011-12
201203060DET,06/03/2012,22076,2011-12
201203060MIA,06/03/2012,19600,2011-12
201203060DAL,06/03/2012,20605,2011-12
201203070CHA,07/03/2012,10891,2011-12
201203070PHI,07/03/2012,18508,2011-12
201203070TOR,07/03/2012,14597,2011-12
201203070WAS,07/03/2012,20282,2011-12
201203070MIA,07/03/2012,20018,2011-12
201203070MIL,07/03/2012,15389,2011-12
201203070MIN,07/03/2012,17118,2011-12
201203070NJN,07/03/2012,18711,2011-12
201203070OKC,07/03/2012,18203,2011-12
201203070SAS,07/03/2012,18581,2011-12
201203070DEN,07/03/2012,15816,2011-12
201203070SAC,07/03/2012,13487,2011-12
201203070GSW,07/03/2012,19171,2011-12
201203080CHI,08/03/2012,22127,2011-12
201203080PHO,08/03/2012,15498,2011-12
201203090CHA,09/03/2012,14672,2011-12
201203090PHI,09/03/2012,18512,2011-12
201203090BOS,09/03/2012,18624,2011-12
201203090DET,09/03/2012,15503,2011-12
201203090MIN,09/03/2012,20164,2011-12
201203090OKC,09/03/2012,18203,2011-12
201203090MIL,09/03/2012,18717,2011-12
201203090SAS,09/03/2012,18581,2011-12
201203090DEN,09/03/2012,19155,2011-12
201203090SAC,09/03/2012,16857,2011-12
201203100WAS,10/03/2012,18071,2011-12
201203100DET,10/03/2012,16090,2011-12
201203100MIA,10/03/2012,20154,2011-12
201203100CHI,10/03/2012,22158,2011-12
201203100MIN,10/03/2012,20123,2011-12
201203100NJN,10/03/2012,14834,2011-12
201203100OKC,10/03/2012,18203,2011-12
201203100PHO,10/03/2012,16350,2011-12
201203100GSW,10/03/2012,19596,2011-12
201203110NYK,11/03/2012,19763,2011-12
201203110LAL,11/03/2012,18997,2011-12
201203110CLE,11/03/2012,17662,2011-12
201203110ORL,11/03/2012,18846,2011-12
201203110TOR,11/03/2012,17316,2011-12
201203110DEN,11/03/2012,17737,2011-12
201203110SAC,11/03/2012,13976,2011-12
201203110LAC,11/03/2012,19183,2011-12
201203120NJN,12/03/2012,12930,2011-12
201203120CHI,12/03/2012,22863,2011-12
201203120NOH,12/03/2012,15254,2011-12
201203120SAS,12/03/2012,18581,2011-12
201203120UTA,12/03/2012,19393,2011-12
201203120PHO,12/03/2012,14568,2011-12
201203120LAC,12/03/2012,19464,2011-12
201203130CLE,13/03/2012,14203,2011-12
201203130IND,13/03/2012,10933,2011-12
201203130ORL,13/03/2012,18879,2011-12
201203130MEM,13/03/2012,18119,2011-12
201203130OKC,13/03/2012,18203,2011-12
201203130DAL,13/03/2012,20319,2011-12
201203130DEN,13/03/2012,15594,2011-12
201203130SAC,13/03/2012,12011,2011-12
201203140IND,14/03/2012,13081,2011-12
201203140NJN,14/03/2012,10701,2011-12
201203140NYK,14/03/2012,19763,2011-12
201203140HOU,14/03/2012,18128,2011-12
201203140MIL,14/03/2012,15319,2011-12
201203140NOH,14/03/2012,17272,2011-12
201203140SAS,14/03/2012,18581,2011-12
201203140CHI,14/03/2012,23028,2011-12
201203140SAC,14/03/2012,12173,2011-12
201203140GSW,14/03/2012,19596,2011-12
201203140LAC,14/03/2012,19060,2011-12
201203140PHO,14/03/2012,14076,2011-12
201203150NOH,15/03/2012,14256,2011-12
201203150DAL,15/03/2012,20507,2011-12
201203150DEN,15/03/2012,18458,2011-12
201203150UTA,15/03/2012,18053,2011-12
201203150LAC,15/03/2012,19060,2011-12
201203160ORL,16/03/2012,18938,2011-12
201203160PHI,16/03/2012,20396,2011-12
201203160ATL,16/03/2012,15241,2011-12
201203160NYK,16/03/2012,19763,2011-12
201203160CHI,16/03/2012,22022,2011-12
201203160MEM,16/03/2012,17239,2011-12
201203160OKC,16/03/2012,18203,2011-12
201203160PHO,16/03/2012,17148,2011-12
201203160SAC,16/03/2012,17317,2011-12
201203160GSW,16/03/2012,19596,2011-12
201203160LAL,16/03/2012,18997,2011-12
201203170LAC,17/03/2012,19060,2011-12
201203170CHA,17/03/2012,15108,2011-12
201203170IND,17/03/2012,18165,2011-12
201203170CHI,17/03/2012,22225,2011-12
201203170NJN,17/03/2012,11271,2011-12
201203170DAL,17/03/2012,20528,2011-12
201203170DEN,17/03/2012,19003,2011-12
201203170UTA,17/03/2012,17854,2011-12
201203180CLE,18/03/2012,15645,2011-12
201203180LAC,18/03/2012,19060,2011-12
201203180MEM,18/03/2012,15412,2011-12
201203180SAC,18/03/2012,15616,2011-12
201203180MIA,18/03/2012,20003,2011-12
201203180PHO,18/03/2012,15645,2011-12
201203180LAL,18/03/2012,18997,2011-12
201203180OKC,18/03/2012,18203,2011-12
201203190CHA,19/03/2012,12792,2011-12
201203190ATL,19/03/2012,16412,2011-12
201203190NJN,19/03/2012,11254,2011-12
201203190ORL,19/03/2012,18998,2011-12
201203190DEN,19/03/2012,16683,2011-12
201203190GSW,19/03/2012,19596,2011-12
201203200IND,20/03/2012,14901,2011-12
201203200MIA,20/03/2012,20212,2011-12
201203200NYK,20/03/2012,19763,2011-12
201203200HOU,20/03/2012,18391,2011-12
201203200UTA,20/03/2012,18138,2011-12
201203200POR,20/03/2012,20387,2011-12
201203200SAC,20/03/2012,11105,2011-12
201203210ORL,21/03/2012,18930,2011-12
201203210PHI,21/03/2012,20470,2011-12
201203210TOR,21/03/2012,17869,2011-12
201203210ATL,21/03/2012,12331,2011-12
201203210NJN,21/03/2012,10097,2011-12
201203210NOH,21/03/2012,13959,2011-12
201203210OKC,21/03/2012,18203,2011-12
201203210SAS,21/03/2012,18581,2011-12
